D-q401_soilTexture,D-q402_drainClass,D-q403_soilPerception,D-q409_varType,D-q421_seedSource,E-q5105_statSHC,E-q5101_FYM,E-q5104_applyMineralFert,G-q5301_irrigAvail,G-q5305_irrigTimes,I-q5502_droughtSeverity,I-q5505_weedSeverity,I-q5506_insectSeverity,I-q5507_insecticides,I-q5509_diseaseSeverity,I-q5510_pesticides,I-q5512_lodgingPercent,J-herbAppTimes,J-manualWeedTimes,L-cropDurationDays,L-q602_harvestMethod,L-q604_threshing,L-tonPerHectare,D-q410_varName,q415_seedingSowingTransDate,F-q5287_fertOnTime,A-q102_state
2,3,2,2,4,0,0,1,1,3,0,0,0,0,0,0,10,1,0,143,1,2,3.94,1,2,2,2
2,3,2,2,4,0,0,1,1,2,0,3,0,0,0,0,5,1,0,139,3,0,3.94,1,2,2,2
2,3,2,2,3,0,0,1,1,2,0,0,0,0,0,0,10,1,0,141,3,0,3.5,4,2,2,2
2,3,2,2,4,0,0,1,1,2,0,2,0,0,0,0,0,0,1,151,1,2,2.63,4,1,2,2
2,3,2,2,5,0,0,1,1,3,0,2,0,0,0,0,10,0,1,151,1,2,2.33,0,1,2,2
2,2,2,2,4,0,0,1,1,3,0,2,0,0,0,0,0,0,1,151,1,2,2.19,0,2,2,2
2,3,2,2,2,0,0,1,1,3,0,2,0,0,0,0,10,0,1,146,1,2,2.33,0,2,2,2
2,3,2,2,4,0,0,1,1,2,0,2,0,0,0,0,0,1,1,151,1,2,2.63,0,2,2,2
2,2,2,2,4,0,0,1,1,2,0,2,0,0,0,0,10,1,0,151,1,2,3.06,4,2,2,2
2,3,2,2,5,0,0,1,1,2,0,2,0,0,0,0,5,1,0,146,1,2,3.5,0,2,2,2
2,4,2,2,4,0,0,1,1,2,0,2,0,0,0,0,5,1,0,151,1,2,3.21,4,2,2,2
2,3,2,2,4,0,0,1,1,2,0,2,0,0,0,0,5,1,0,151,1,2,2.33,4,1,2,2
2,3,2,2,4,0,0,1,1,2,0,2,0,0,0,0,0,1,0,141,1,2,2.63,4,2,2,2
2,4,2,2,4,0,0,1,1,2,0,2,0,0,0,0,10,1,0,151,1,2,2.28,4,2,2,2
2,3,2,2,4,0,0,1,1,2,0,2,0,0,0,0,0,1,0,151,1,2,2.63,4,2,2,2
2,3,2,2,4,0,0,1,1,2,0,2,0,0,0,0,10,1,0,151,1,2,3.5,4,2,2,2
2,3,2,2,4,0,0,1,1,2,0,2,0,0,0,0,10,1,0,156,1,2,2.28,4,1,2,2
2,3,2,2,4,0,0,1,1,3,0,3,0,0,0,0,10,1,0,143,1,2,3.38,1,2,2,2
3,2,3,2,4,0,0,1,1,3,1,2,1,0,1,0,5,0,1,136,1,1,2.19,0,2,2,2
2,4,2,2,4,0,0,1,1,2,1,2,1,0,1,0,0,0,1,132,1,1,2.5,4,2,2,2
2,4,2,2,3,0,0,1,1,2,1,2,0,0,0,0,5,0,1,139,1,2,2.13,4,2,2,2
2,4,2,2,3,0,0,1,1,2,1,2,1,0,1,0,5,1,1,139,1,2,2.81,4,2,2,2
2,3,2,2,4,0,0,1,1,3,0,2,0,0,0,0,10,1,0,142,1,2,3.38,4,2,2,2
2,3,2,2,4,0,0,1,1,3,0,2,0,0,0,0,10,1,0,143,1,2,3.38,4,2,2,2
2,3,2,2,4,0,0,1,1,2,0,2,0,0,0,0,10,1,1,156,1,2,2.19,0,1,2,2
1,3,2,2,4,0,0,1,1,2,0,2,0,0,0,0,10,1,0,149,1,2,2.33,3,2,2,2
2,3,2,2,4,0,0,1,1,3,0,2,0,0,0,0,0,1,0,146,3,0,4.38,1,1,2,2
2,4,2,2,4,0,0,1,1,2,0,2,0,0,0,0,0,1,0,151,1,2,3.21,4,2,2,2
2,3,2,2,4,0,0,1,1,3,0,2,0,0,0,0,10,1,1,151,3,0,3.15,0,1,2,2
2,3,2,2,2,0,0,1,1,3,0,2,0,0,0,0,0,1,0,151,1,2,2.63,4,1,2,2
2,3,2,2,5,0,0,1,1,2,0,2,0,0,0,0,0,1,0,141,1,2,1.75,3,2,2,2
2,3,2,2,4,0,0,1,1,2,0,2,0,0,0,0,5,1,0,136,1,2,2.33,0,2,2,2
2,3,2,2,4,0,0,1,1,2,0,2,0,0,0,0,5,1,0,151,3,0,2.63,3,2,2,2
2,3,2,2,4,0,0,1,1,2,0,2,0,0,0,0,0,1,0,136,1,2,1.75,0,2,2,2
2,2,2,2,5,0,0,1,1,2,0,2,0,0,0,0,5,1,0,131,1,2,2.19,0,3,2,2
2,3,3,2,4,0,0,1,1,3,1,3,0,0,0,0,0,1,0,134,1,2,2.52,4,2,2,2
2,3,3,2,4,0,0,1,1,2,1,3,0,0,0,0,0,1,1,146,1,2,3.85,4,2,2,2
2,3,3,2,2,0,0,1,1,3,1,2,0,0,1,0,0,1,0,138,1,2,4.0,1,1,2,2
2,3,2,2,2,0,0,1,1,3,3,2,1,0,1,0,0,1,0,131,1,2,3.68,4,2,2,2
2,3,3,2,4,0,0,1,1,3,1,2,1,0,1,0,0,1,0,130,1,1,2.4,5,2,2,2
2,3,2,2,2,0,0,1,1,3,2,2,1,0,2,0,0,1,0,128,1,2,3.53,4,2,2,2
2,3,3,2,4,0,0,1,1,2,1,3,0,0,0,0,0,1,0,147,3,0,3.5,1,2,2,2
2,3,3,2,4,0,0,1,1,2,1,3,1,0,1,0,0,1,0,155,3,0,4.38,1,2,2,2
2,3,3,2,4,0,0,1,1,2,2,1,1,0,0,0,0,1,0,141,1,2,3.0,1,2,2,2
3,3,3,2,1,0,0,1,1,2,2,2,1,0,1,0,0,1,0,136,3,0,2.6,1,2,2,2
3,3,3,2,4,0,0,1,1,2,1,2,1,0,1,0,0,1,0,130,3,0,3.75,1,2,2,2
3,3,3,2,4,0,0,1,1,2,1,2,2,0,1,0,0,1,0,135,3,0,4.5,1,2,2,2
3,3,3,2,4,0,1,1,1,1,1,2,0,0,1,0,0,1,0,128,1,2,3.75,5,2,2,2
1,3,1,2,4,0,1,1,1,3,1,2,1,0,2,0,0,1,0,136,1,2,3.0,5,1,2,2
1,3,2,2,1,0,0,1,1,3,1,2,1,0,1,0,0,1,0,131,3,0,3.0,4,2,2,2
2,3,2,2,4,0,1,1,1,3,1,2,1,0,1,0,0,1,0,149,1,2,3.0,1,1,2,2
2,3,2,2,4,0,0,1,1,2,0,2,0,0,0,0,5,1,0,151,1,2,3.17,1,1,2,2
2,3,2,2,3,0,0,1,1,2,0,3,0,0,0,0,10,1,0,154,1,2,3.94,0,1,2,2
2,3,2,2,4,0,1,1,1,2,0,3,0,0,0,0,10,1,0,155,1,2,3.94,5,1,2,2
2,3,2,2,4,0,0,1,1,2,0,2,0,0,0,0,10,1,0,154,1,2,3.76,5,1,2,2
2,3,2,2,2,0,0,1,1,3,0,2,0,0,0,0,10,1,0,161,3,0,3.15,1,1,2,2
1,3,2,2,2,0,0,1,1,3,0,2,0,0,0,0,10,1,0,146,3,0,2.63,1,2,2,2
1,3,2,2,2,0,0,1,1,2,0,2,0,0,0,0,10,1,0,146,1,2,2.33,4,2,2,2
1,3,2,2,4,0,0,1,1,2,0,2,0,0,0,0,0,1,0,146,1,2,2.63,4,2,2,2
1,3,2,2,4,0,0,1,1,2,0,1,0,0,0,0,0,1,0,141,1,2,3.5,4,2,2,2
2,3,2,2,2,0,0,1,1,3,0,2,0,0,0,0,0,1,0,161,1,2,4.03,1,1,2,2
2,3,2,2,2,0,0,1,1,2,0,2,0,0,0,0,10,1,0,143,1,2,2.28,0,2,2,2
2,3,2,2,2,0,1,1,1,3,1,2,0,0,1,0,0,1,0,129,1,2,4.0,1,2,2,2
2,3,2,2,4,0,0,1,1,3,0,2,1,0,1,0,5,0,0,148,1,2,2.25,1,1,2,2
2,2,2,0,4,0,0,1,1,2,0,1,0,0,1,0,0,1,0,140,1,2,1.88,0,2,2,2
2,3,2,2,4,0,0,1,1,3,0,1,0,0,0,0,5,1,0,136,1,2,1.5,0,2,2,2
2,3,2,2,4,0,0,1,1,2,0,3,0,0,0,0,5,1,0,139,1,2,3.6,0,2,2,2
2,3,2,2,4,0,0,1,1,3,0,2,0,0,0,0,10,1,0,141,1,2,3.6,4,2,2,2
2,3,2,2,3,0,0,1,1,3,0,3,0,0,0,0,10,1,0,134,3,0,3.6,1,2,2,2
2,3,2,2,4,0,0,1,1,2,0,3,0,0,0,0,5,1,0,144,1,1,3.2,0,2,2,2
2,3,2,2,3,0,0,1,1,2,0,0,0,0,0,0,5,1,0,133,1,1,3.2,1,2,2,2
2,3,2,2,4,0,0,1,1,3,0,3,0,0,0,0,10,1,0,140,1,1,4.0,1,2,2,2
2,3,2,2,4,0,0,1,1,3,0,3,0,0,0,0,10,1,0,136,3,0,3.6,1,2,2,2
2,3,2,2,4,0,0,1,1,3,0,3,0,0,0,0,10,1,0,141,3,0,4.0,1,2,2,2
1,3,2,2,4,0,0,1,1,3,0,2,0,0,0,0,10,1,0,162,1,2,2.63,0,1,2,2
2,3,2,2,4,0,0,1,1,3,0,2,0,0,0,0,10,1,0,161,1,2,3.38,0,1,2,2
1,3,2,2,4,0,0,1,1,2,0,2,0,0,0,0,0,0,1,141,1,2,2.25,3,2,2,2
1,3,2,2,4,0,0,1,1,2,0,2,0,0,0,0,0,0,1,156,1,2,3.0,3,1,2,2
1,3,2,2,4,0,0,1,1,2,0,2,0,0,0,0,0,0,1,156,1,2,3.0,1,1,2,2
1,3,2,2,5,0,0,1,1,2,0,2,0,0,0,0,0,1,1,136,1,2,2.0,0,2,2,2
1,3,2,2,4,0,0,1,1,2,0,2,0,0,0,0,10,1,0,146,3,0,2.63,1,2,2,2
2,3,2,2,4,0,0,1,1,3,0,2,0,0,0,0,10,1,0,153,3,0,3.96,1,1,2,2
2,3,2,2,4,0,0,1,1,2,0,3,0,0,0,0,10,1,0,155,1,2,3.6,5,1,2,2
2,3,2,2,4,0,0,1,1,2,0,2,0,0,0,0,5,1,0,153,1,2,3.76,5,1,2,2
3,3,3,2,4,0,0,1,1,2,1,2,1,0,1,0,0,1,0,141,3,0,3.75,1,2,2,2
2,3,2,2,4,0,0,1,1,2,1,2,1,0,2,0,0,1,0,139,3,0,3.75,0,2,2,2
2,3,3,2,4,0,0,1,1,3,1,2,0,0,2,0,0,1,0,139,3,0,3.75,3,2,2,2
2,3,2,2,4,0,1,1,1,2,0,2,1,0,1,0,0,1,0,143,3,0,3.75,0,2,2,2
2,3,2,2,4,0,0,1,1,2,0,3,0,0,0,0,0,1,0,161,1,2,3.5,5,1,2,2
2,3,2,2,4,0,0,1,1,2,0,2,0,0,0,0,0,1,1,151,1,2,3.5,4,2,2,2
2,3,2,2,2,0,0,1,1,3,0,2,0,0,0,0,0,1,0,158,1,2,2.33,5,1,2,2
2,4,2,2,5,0,0,1,1,2,0,3,0,0,0,0,10,0,1,126,1,2,1.75,3,3,2,2
2,3,2,2,4,0,0,1,1,2,0,2,0,0,0,0,0,1,1,131,1,2,1.75,3,3,2,2
2,3,2,2,4,0,0,1,1,2,0,2,0,0,0,0,5,1,0,156,1,2,2.63,4,1,2,2
2,3,2,2,4,0,0,1,1,2,0,2,0,0,0,0,0,1,0,151,1,2,2.63,4,2,2,2
2,3,2,2,4,0,0,1,1,2,0,0,3,0,0,0,5,1,0,149,1,2,3.5,1,1,2,2
2,3,2,2,3,0,0,1,1,2,0,3,0,0,0,0,10,1,0,145,3,0,3.5,1,2,2,2
1,3,2,2,5,0,0,1,1,3,0,2,0,0,0,0,0,1,0,161,1,2,2.63,4,1,2,2
1,2,2,2,4,0,0,1,1,2,0,2,0,0,0,0,0,1,0,151,1,2,2.63,4,1,2,2
1,3,2,2,5,0,0,1,1,2,0,2,0,0,0,0,10,1,0,152,1,2,2.28,4,2,2,2
1,3,2,2,4,0,0,1,1,2,0,2,0,0,0,0,0,1,0,152,1,2,2.33,4,2,2,2
1,3,2,2,4,0,0,1,1,3,0,2,0,0,0,0,0,1,0,156,1,2,3.21,4,1,2,2
2,3,2,2,4,0,0,1,1,2,0,2,0,0,0,0,10,1,0,151,3,0,2.63,4,1,2,2
2,3,2,2,4,0,0,1,1,3,0,2,0,0,0,0,0,1,0,141,1,2,3.15,4,2,2,2
2,3,2,2,4,0,0,1,1,2,0,3,0,0,0,0,10,1,0,149,1,2,3.5,4,1,2,2
1,3,2,2,4,0,1,1,1,3,2,1,1,0,0,0,0,1,1,141,1,2,3.0,4,2,2,2
2,3,2,2,4,0,1,1,1,3,2,2,2,0,0,0,0,1,0,141,1,2,3.0,4,2,2,2
2,3,3,2,4,0,0,1,1,3,2,2,1,0,1,0,5,1,0,139,1,2,3.38,4,2,2,2
2,3,3,2,4,0,0,1,1,3,1,2,2,0,1,0,0,1,0,139,1,2,3.0,1,2,2,2
2,3,2,2,4,0,0,1,1,2,0,2,0,0,0,0,0,1,0,141,1,2,2.63,4,1,2,2
2,3,2,2,2,0,0,1,1,2,0,3,0,0,0,0,0,1,0,161,1,2,2.63,1,1,2,2
2,3,2,2,2,0,0,1,1,2,0,2,0,0,0,0,5,1,0,126,1,2,1.75,0,3,2,2
2,3,3,2,4,0,1,1,1,2,1,3,0,0,0,0,0,1,0,150,1,2,2.84,0,2,2,2
3,3,1,2,4,0,0,1,1,2,3,3,0,0,0,0,0,1,0,159,1,2,4.38,1,1,2,2
2,3,3,2,4,0,1,1,1,2,1,2,1,0,0,0,0,1,0,134,1,2,2.4,5,2,2,2
2,3,3,2,4,0,1,1,1,2,1,2,1,0,1,0,0,1,0,127,1,2,3.2,5,2,2,2
2,3,1,2,2,0,1,1,1,3,1,2,1,0,1,0,0,1,0,148,1,2,3.2,4,1,2,2
2,3,2,2,2,0,1,1,1,3,1,2,0,0,0,0,0,1,0,126,1,2,2.8,0,2,2,2
2,3,2,2,4,0,0,1,1,3,2,1,2,0,1,0,0,1,0,123,1,2,3.0,0,2,2,2
2,3,2,2,4,0,0,1,1,2,0,2,0,0,0,0,0,1,0,146,1,2,2.33,4,2,2,2
2,3,2,2,4,0,0,1,1,2,0,2,0,0,0,0,0,0,1,151,1,2,2.19,4,1,2,2
2,4,2,2,5,0,0,1,1,2,0,2,0,0,0,0,5,0,1,131,1,2,1.75,0,2,2,2
2,3,2,2,4,0,0,1,1,2,0,2,0,0,0,0,0,1,1,166,1,2,3.5,4,1,2,2
2,3,2,2,4,0,0,1,1,2,0,2,0,0,0,0,0,1,0,151,1,2,2.63,4,1,2,2
2,3,2,2,2,0,0,1,1,2,0,2,0,0,0,0,0,1,0,146,1,2,2.63,5,2,2,2
2,3,2,2,5,0,0,1,1,2,0,2,0,0,0,0,0,1,0,151,1,2,2.63,4,1,2,2
2,4,2,2,5,0,0,1,1,2,0,2,0,0,0,0,0,1,0,141,1,2,1.75,4,2,2,2
2,3,2,2,2,0,0,1,1,2,0,2,0,0,0,0,10,1,0,141,1,2,2.63,4,2,2,2
2,3,2,2,4,0,0,1,1,2,1,3,0,0,0,0,0,0,1,145,1,2,2.25,4,2,2,2
2,3,2,2,4,0,0,1,1,2,0,2,1,0,1,0,0,0,1,143,1,2,3.0,4,2,2,2
2,3,2,2,4,0,0,1,1,2,0,2,1,0,0,0,5,1,1,141,1,2,3.75,4,2,2,2
2,3,2,2,4,0,0,1,1,2,0,0,0,0,0,0,5,1,0,141,1,2,3.6,0,2,2,2
2,3,2,2,4,0,0,1,1,2,0,0,0,0,0,0,5,1,0,142,1,2,3.2,0,2,2,2
2,3,2,2,4,0,0,1,1,2,0,3,0,0,0,0,5,1,0,135,1,2,3.2,0,2,2,2
2,3,2,2,4,0,0,1,1,2,0,3,0,0,0,0,5,1,0,140,1,2,3.2,0,2,2,2
2,3,2,2,4,0,0,1,1,3,2,2,0,0,0,0,10,1,0,145,1,2,4.0,4,2,2,2
2,2,2,2,4,0,0,1,1,2,0,2,0,0,0,0,0,1,0,146,1,2,2.19,5,2,2,2
2,3,2,2,5,0,0,1,1,2,0,2,0,0,0,0,0,1,0,131,1,2,1.75,6,2,2,2
2,3,3,2,4,0,0,1,1,2,1,2,0,0,0,0,0,1,0,138,3,0,3.5,3,2,2,2
3,4,3,2,4,0,0,1,1,2,1,3,1,0,0,0,0,1,0,136,3,0,4.38,1,2,2,2
2,3,3,2,4,0,0,1,1,3,0,2,2,0,1,0,0,1,0,133,3,0,3.0,4,2,2,2
2,3,3,2,4,0,0,1,1,3,1,2,1,0,0,0,0,1,0,132,3,0,3.75,4,2,2,2
2,3,2,2,3,0,1,1,1,3,1,2,0,0,0,0,0,1,0,135,3,0,3.0,1,2,2,2
2,3,2,2,3,0,0,1,1,3,2,2,1,0,1,0,0,1,0,136,3,0,3.75,1,2,2,2
2,3,2,2,4,0,0,1,1,3,2,2,1,0,2,0,0,1,0,135,3,0,3.38,4,2,2,2
2,3,2,2,4,0,0,1,1,2,2,1,0,0,0,0,0,0,1,139,1,2,3.52,4,2,2,2
1,4,1,2,3,0,1,1,1,3,0,3,0,0,0,0,0,1,2,135,1,2,2.4,4,2,2,2
2,3,2,2,1,0,0,1,1,3,2,2,1,0,2,0,0,1,0,146,3,0,2.63,1,2,2,2
2,3,2,2,3,0,0,1,1,2,0,2,0,0,0,0,5,1,0,151,3,0,3.06,3,2,2,2
2,3,2,2,4,0,0,1,1,2,0,2,0,0,0,0,5,1,0,141,1,2,3.5,1,2,2,2
2,3,2,2,3,0,0,1,1,3,0,3,0,0,0,0,10,1,0,137,1,2,3.94,1,2,2,2
2,3,2,2,4,0,0,1,1,3,0,2,0,0,0,0,5,1,0,151,3,0,3.5,4,1,2,2
2,3,2,2,4,0,0,1,1,2,0,3,0,0,0,0,5,1,0,153,1,2,3.5,1,1,2,2
2,3,2,2,4,0,0,1,1,2,0,2,0,0,0,0,10,1,0,153,3,0,3.5,1,1,2,2
2,3,2,2,4,0,0,1,1,2,2,2,0,0,0,0,5,1,0,152,1,2,3.5,1,1,2,2
2,3,2,2,4,0,0,1,1,4,1,2,2,0,1,0,0,1,0,122,1,2,2.25,5,2,2,2
3,3,3,2,4,0,0,1,1,4,2,2,1,0,2,0,0,0,0,132,1,2,3.0,4,2,2,2
2,3,2,2,4,0,0,1,1,3,2,2,0,0,2,0,0,0,0,142,1,2,1.41,4,2,0,2
2,3,2,2,4,0,0,1,1,3,2,1,2,0,1,0,0,1,0,140,1,2,3.4,4,2,2,2
2,3,2,2,4,0,0,1,1,3,0,2,0,0,0,0,0,1,0,134,3,0,4.0,1,2,2,2
2,4,2,2,4,0,1,1,1,3,1,3,0,0,0,0,10,0,1,154,1,1,3.47,5,1,2,2
1,4,2,2,4,0,0,1,1,4,1,2,0,0,0,0,0,1,1,146,1,2,2.88,6,1,2,2
2,3,3,2,4,0,1,1,1,3,1,3,0,1,0,0,0,0,1,122,2,2,3.38,0,2,2,2
2,3,3,2,4,0,0,1,1,4,0,2,0,0,0,0,0,0,1,142,2,2,3.75,4,1,2,2
2,3,2,2,4,2,1,1,1,4,0,2,1,0,1,0,0,1,0,148,1,2,6.0,1,1,2,2
2,3,2,2,2,0,0,1,1,4,1,2,1,0,1,0,0,1,0,144,3,0,4.8,3,2,2,2
2,4,2,2,4,0,0,1,1,3,0,2,0,0,0,0,10,1,0,161,1,2,3.6,1,1,2,2
2,4,2,2,4,0,0,1,1,3,0,2,0,0,0,0,5,1,0,143,1,2,3.6,5,2,2,2
3,2,2,2,4,0,0,1,1,4,1,2,0,0,0,0,10,1,0,147,1,2,2.63,1,1,2,2
3,4,3,2,3,0,0,1,1,4,0,3,0,0,0,0,0,1,0,147,2,2,3.75,3,1,2,2
3,4,3,2,3,0,0,1,1,4,0,3,0,0,0,0,10,1,1,143,1,2,3.0,3,2,2,2
2,3,3,2,4,0,0,1,1,3,0,2,0,0,0,0,0,1,0,154,1,2,4.13,4,1,2,2
1,4,2,2,4,0,0,1,1,3,0,3,0,0,0,0,10,1,1,147,1,2,2.63,4,2,2,2
2,3,3,2,4,2,0,1,1,2,1,3,0,0,0,0,0,1,0,133,1,2,3.63,4,2,2,2
2,4,3,2,4,0,0,1,1,2,1,2,0,0,0,0,0,1,0,159,3,0,4.95,5,1,2,2
2,3,3,2,4,0,0,1,1,2,1,2,0,0,0,0,0,1,0,139,3,0,3.75,1,2,2,2
2,3,2,2,4,0,0,1,1,2,1,3,0,0,0,0,0,1,0,126,1,2,1.5,6,2,2,2
2,3,2,2,4,0,0,1,1,4,0,1,1,0,0,0,0,1,0,143,1,2,3.2,0,1,2,2
2,3,2,2,4,0,0,1,1,4,1,2,1,0,0,0,0,1,0,136,1,2,3.6,0,2,2,2
2,3,2,2,4,0,0,1,1,4,1,1,2,0,1,0,0,1,0,133,1,2,4.8,0,2,2,2
2,3,2,2,4,0,1,1,1,4,1,2,1,0,1,0,0,1,0,144,1,2,4.4,4,1,2,2
1,3,3,2,4,0,1,1,1,3,1,2,1,0,1,0,0,1,0,146,1,2,3.2,0,2,2,2
2,3,2,2,4,0,0,1,1,4,1,2,1,0,1,0,0,1,0,158,1,2,6.4,1,1,2,2
3,4,3,2,4,0,1,1,1,4,1,2,1,0,1,0,0,1,0,136,1,2,6.4,1,2,2,2
2,3,2,2,5,0,0,1,1,4,1,2,1,0,1,0,0,1,0,137,1,2,6.0,1,1,2,2
3,4,3,2,4,0,0,1,1,3,1,2,0,0,1,0,0,1,0,132,1,2,4.8,1,2,2,2
2,3,2,2,4,0,0,1,1,3,0,2,1,0,1,0,0,1,0,148,1,2,3.2,4,1,2,2
3,3,3,2,4,0,0,1,1,2,1,2,0,0,2,0,0,1,0,144,1,2,3.2,0,2,2,2
1,3,3,2,4,0,0,1,1,4,1,2,1,0,1,0,0,1,0,153,1,2,6.0,1,1,2,2
2,3,2,2,4,0,0,1,1,4,0,2,1,0,1,0,0,1,0,146,1,2,4.8,0,2,2,2
1,3,2,2,4,0,0,1,1,4,1,2,1,0,2,0,0,1,0,151,1,2,3.73,0,1,2,2
2,3,2,2,5,0,0,1,1,4,2,2,0,0,2,0,0,1,0,141,1,2,3.2,0,2,2,2
2,3,2,2,4,0,0,1,1,3,2,2,1,0,2,0,0,1,0,156,1,2,2.0,5,1,2,2
3,3,2,2,4,0,0,1,1,3,1,2,1,0,1,0,0,1,0,151,1,2,2.8,1,1,2,2
2,3,2,2,4,0,1,1,1,3,2,1,0,0,1,0,0,1,0,135,1,2,4.0,6,2,2,2
2,3,2,2,4,0,1,1,1,3,1,2,1,0,1,0,0,1,0,127,3,0,2.67,1,2,2,2
1,3,2,2,4,0,0,1,1,3,1,2,0,0,1,0,0,1,0,128,1,2,4.0,0,2,2,2
3,3,3,2,3,0,1,1,1,4,0,2,1,0,1,0,0,1,0,127,1,2,4.0,0,2,2,2
2,3,2,2,4,0,0,1,1,4,1,2,1,0,2,0,0,1,0,138,1,2,3.2,5,1,2,2
3,3,3,2,2,0,1,1,1,3,0,2,1,0,1,0,0,1,0,131,1,2,4.8,4,2,2,2
2,3,3,2,4,0,1,1,1,3,1,2,1,0,1,0,0,1,0,148,1,2,4.0,1,2,2,2
1,3,3,2,4,0,0,1,1,2,0,3,0,0,0,0,0,1,0,148,3,0,3.0,0,2,2,2
2,3,2,2,3,0,0,1,1,2,1,3,0,0,0,0,0,1,0,136,3,0,3.75,0,2,2,2
2,3,3,2,2,0,0,1,1,2,1,3,0,0,0,0,10,1,0,146,3,0,3.75,4,1,2,2
2,3,3,2,4,0,0,1,1,3,1,2,0,0,0,0,0,1,0,147,1,2,3.0,4,2,2,2
2,3,2,2,4,0,0,1,1,2,1,2,1,1,1,0,0,1,0,141,1,2,4.8,1,2,2,2
2,3,3,2,2,0,0,1,1,4,1,2,1,0,1,0,0,1,0,150,3,0,4.0,5,1,2,2
2,3,2,2,4,0,0,1,1,3,1,2,0,0,2,0,0,1,0,135,3,0,4.8,1,2,2,2
2,3,3,2,4,0,0,1,1,3,1,2,1,0,2,0,0,1,0,142,1,2,2.8,5,2,2,2
2,3,2,2,4,0,0,1,1,4,1,0,2,0,1,0,0,1,0,150,1,2,4.0,0,1,2,2
1,3,3,2,4,0,0,1,1,3,1,2,2,0,1,0,0,1,0,132,3,0,3.2,4,2,2,2
1,3,2,2,3,0,0,1,1,2,1,2,0,0,1,0,0,0,1,125,3,0,3.6,0,2,2,2
3,3,2,2,4,0,0,1,1,4,1,2,1,0,1,0,0,1,0,119,3,0,3.2,4,2,2,2
3,3,3,2,4,0,1,1,1,2,1,2,0,0,1,0,0,1,0,126,3,0,4.0,0,2,2,2
2,4,3,2,4,0,0,1,1,3,1,2,1,0,1,0,0,1,0,128,3,0,4.0,1,2,2,2
2,3,3,2,4,0,1,1,1,3,1,2,2,0,1,0,0,1,0,140,3,0,4.0,1,2,2,2
1,3,2,2,4,0,0,1,1,3,1,2,1,0,1,0,0,1,0,143,1,2,3.2,5,1,2,2
2,3,3,2,4,0,0,1,1,3,1,2,1,0,1,0,0,1,0,129,3,0,4.8,0,2,2,2
3,3,3,2,4,0,0,1,1,2,2,1,1,0,1,0,0,1,0,127,3,0,4.8,1,2,2,2
2,3,2,2,4,0,1,1,1,3,1,2,1,0,1,0,0,1,0,155,1,2,3.33,3,1,2,2
1,3,2,2,4,0,1,1,1,3,1,2,1,0,1,0,0,1,0,150,1,2,4.8,0,1,2,2
1,3,3,2,4,0,0,1,1,3,1,2,1,0,1,0,0,1,0,128,3,0,4.8,0,2,2,2
2,1,2,2,4,0,0,1,1,3,1,2,0,0,0,0,5,1,0,141,3,0,3.38,3,1,2,2
2,1,3,2,4,0,0,1,1,3,0,2,2,0,0,0,10,1,0,151,3,0,3.0,3,1,2,2
2,3,2,2,4,0,0,1,1,4,0,2,0,0,1,0,5,1,0,146,1,2,5.0,1,1,2,2
2,4,2,2,4,0,0,1,1,3,0,2,0,0,0,0,10,1,0,136,1,2,2.25,1,2,2,2
2,2,2,2,4,0,0,1,1,2,0,2,1,0,0,0,5,0,1,130,1,2,3.0,1,2,2,2
2,3,2,2,4,0,0,1,1,2,0,1,0,0,0,0,0,0,1,136,1,2,3.5,1,2,2,2
2,3,2,2,4,0,0,1,1,3,1,2,1,0,0,0,10,1,0,146,1,2,2.63,4,2,2,2
2,3,2,2,4,0,0,1,1,3,2,2,1,0,1,0,10,1,0,144,3,0,3.0,1,1,2,2
2,3,2,2,4,0,0,1,1,3,2,2,1,0,1,0,0,1,0,154,3,0,2.5,0,2,2,2
2,3,2,2,4,0,0,1,1,3,0,0,0,0,0,0,5,1,0,138,1,2,3.0,4,2,2,2
2,3,2,2,4,0,0,1,1,3,0,2,0,0,0,0,5,1,0,143,3,0,2.25,3,1,2,2
2,1,2,2,4,0,0,1,1,3,0,2,0,0,0,0,20,1,0,149,1,2,3.0,0,1,2,2
2,3,2,2,4,0,0,1,1,3,1,2,0,0,1,0,10,1,0,131,3,0,2.5,3,2,2,2
2,3,2,2,4,0,0,1,1,2,0,2,0,0,0,0,10,1,0,132,3,0,3.75,4,2,2,2
2,3,2,2,4,0,0,1,1,3,0,2,0,0,0,0,0,1,0,134,3,0,4.0,1,2,2,2
2,3,2,2,4,0,0,1,1,2,1,2,1,0,1,0,10,1,0,126,1,2,2.5,3,2,2,2
2,3,2,2,4,0,0,1,1,3,1,2,1,0,0,0,5,1,1,131,1,2,2.25,4,2,2,2
2,3,2,2,4,0,0,1,1,2,2,2,1,0,1,0,0,0,0,141,1,2,1.88,3,2,2,2
2,3,2,2,4,0,0,1,1,2,1,2,1,0,1,0,0,0,0,136,1,2,1.5,0,2,2,2
2,3,2,2,4,0,0,1,1,3,1,2,2,0,2,0,5,1,0,121,1,2,2.25,3,2,2,2
2,2,2,2,4,0,0,1,1,2,0,2,0,0,0,0,0,1,0,156,1,2,2.25,5,1,2,2
2,3,2,2,4,0,0,1,1,3,0,2,0,0,0,0,5,0,1,152,1,2,3.0,6,1,2,2
